DATAFLOW;LAST UPDATE;freq;nrg_bal;siec;unit;geo;TIME_PERIOD;OBS_VALUE;OBS_FLAG
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;FR;2012;960352457;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;FR;2013;938427516;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;FR;2014;932260662;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;FR;2015;944395719;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;FR;2016;913710339;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;FR;2017;920526001;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;FR;2018;889902104;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;FR;2019;898993612;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;FR;2020;752221272;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;FR;2021;799548338;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;FR;2022;804599858;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2000;1045012825;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2001;1030757136;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2002;1036759372;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2003;1028712990;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2004;998005095;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2005;968998012;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2006;955178071;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2007;930370141;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2008;881664768;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2009;821158031;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2010;795624841;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2011;767033489;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2012;682070771;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2013;655192748;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2014;635602694;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2015;659685378;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2016;637674930;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2017;644531218;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2018;636727887;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2019;628359847;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2020;522320927;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2021;593016209;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;IT;2022;599296370;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2000;181577255;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2001;185938257;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2002;193016151;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2003;179271643;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2004;181682144;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2005;187671173;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2006;166833148;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2007;165665619;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2008;158782223;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2009;148458868;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2010;144125567;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2011;134165802;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2012;119886422;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2013;119554448;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2014;118671755;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2015;120484967;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2016;120506714;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2017;123121037;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2018;119100029;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2019;125871061;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2020;104070797;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2021;106338072;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;O4000XBIO;GWH;PT;2022;119527464;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2000;104475833;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2001;112071010;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2002;125403165;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2003;162100931;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2004;188296614;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2005;218143506;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2006;266176927;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2007;307994836;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2008;320609213;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2009;320090898;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2010;363642364;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2011;377258963;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2012;423946991;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2013;437661742;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2014;435596153;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2015;464375725;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2016;463269665;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2017;494437164;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2018;506011521;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2019;527007705;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2020;546911435;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2021;547143879;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;DE;2022;572288551;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2000;79229684;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2001;94824184;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2002;80154638;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2003;106909551;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2004;102455945;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2005;97610127;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2006;106494869;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2007;116308348;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2008;122641483;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2009;146130821;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2010;174965728;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2011;172289550;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2012;187513931;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2013;206037249;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2014;210088022;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2015;197801383;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2016;203349238;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2017;192947593;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2018;211238288;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2019;213591358;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2020;222011282;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2021;230573145;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;ES;2022;228083029;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2000;1120694780;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2001;1158769955;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2002;1138676549;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2003;1237569236;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2004;1309308332;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2005;1394671609;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2006;1487793303;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2007;1604734692;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2008;1728757530;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2009;1811345381;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2010;2023647648;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2011;1992758577;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2012;2204100883;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2013;2313275865;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2014;2313105712;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2015;2383102571;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2016;2422925915;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2017;2513436473;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2018;2625174107;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2019;2703543422;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2020;2784515704;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2021;2931372087;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;EU27_2020;2022;2898570131;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2000;181458712;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2001;191254638;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2002;173101468;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2003;178184124;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2004;182560815;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2005;184032106;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2006;181558144;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2007;198188909;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2008;225510243;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2009;230052746;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2010;258039237;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2011;224774603;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2012;265804618;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2013;296771970;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2014;275822622;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2015;286467998;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2016;310083091;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2017;305388966;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2018;329767424;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2019;336121534;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2020;334954287;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2021;361115027;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;FR;2022;349695272;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2000;117612168;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2001;120266773;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2002;126643469;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2003;150134800;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2004;150764478;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2005;164061132;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2006;178247102;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2007;197081928;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2008;229194493;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2009;244538860;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2010;254281837;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2011;244530670;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2012;277779523;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2013;306690385;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2014;308337946;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2015;305505034;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2016;302588425;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2017;335189332;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2018;340546403;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2019;343226049;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2020;341278697;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2021;351976311;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;IT;2022;327477107;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2000;43720889;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2001;46631000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2002;41308444;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2003;49325611;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2004;44188053;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2005;40408593;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2006;48991770;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2007;52109908;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2008;50350586;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2009;55656877;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2010;63489983;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2011;59753491;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2012;50642853;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2013;61649626;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2014;71032344;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2015;64738278;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2016;72452164;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2017;63456638;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2018;71048021;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2019;70478944;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2020;74077195;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2021;77186572;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA000;GWH;PT;2022;75811493;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2000;60000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2001;116000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2002;188000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2003;313000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2004;557000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2005;1282000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2006;2220000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2007;3075000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2008;4420000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2009;6583000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2010;11729000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2011;19599000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2012;26380000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2013;31010000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2014;36056000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2015;38726000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2016;38098000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2017;39401000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2018;43459000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2019;44383000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2020;49496000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2021;50472000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;DE;2022;60304000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2000;14000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2001;17000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2002;18000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2003;20000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2004;23743;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2005;47979;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2006;124968;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2007;507198;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2008;2562000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2009;5961000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2010;6425000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2011;7440000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2012;8192581;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2013;8326097;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2014;8217637;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2015;8266217;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2016;8063530;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2017;8514000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2018;7877000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2019;9420000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2020;15675000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2021;21922000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;ES;2022;31187000;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;EU27_2020;2000;113220;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;EU27_2020;2001;180502;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;EU27_2020;2002;266236;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;EU27_2020;2003;415335;
ESTAT:NRG_BAL_C(1.0);24/5/24 23:00;A;GIC;RA420;GWH;EU27_2020;2004;690913;
