time_period;country;data_type;energy_category;energy_product_class;costumer;energy_GWh;electricity_price_eur/kWh;gas_price_eur/GJ
2019;France;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;919004174.0;;
2020;France;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;763684397.0;;
2021;France;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;812111610.0;;
2022;France;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;818178161.0;;
2000;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;1064150492.0;;
2001;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;1051188303.0;;
2002;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;1059002149.0;;
2003;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;1052963934.0;;
2004;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;1023443984.0;;
2005;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;995066512.0;;
2006;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;982272237.0;;
2007;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;958327752.0;;
2008;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;910976379.0;;
2009;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;848508419.0;;
2010;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;830220452.0;;
2011;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;796068934.0;;
2012;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;710763604.0;;
2013;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;680537081.0;;
2014;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;657848360.0;;
2015;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;681781544.0;;
2016;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;663409597.0;;
2017;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;671310604.0;;
2018;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;668376201.0;;
2019;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;659223207.0;;
2020;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;550691986.0;;
2021;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;622301239.0;;
2022;Italy;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;627978476.0;;
2000;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;189330324.0;;
2001;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;191483116.0;;
2002;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;198640848.0;;
2003;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;186025246.0;;
2004;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;189310750.0;;
2005;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;194387654.0;;
2006;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;174183887.0;;
2007;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;171407286.0;;
2008;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;164905834.0;;
2009;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;153972202.0;;
2010;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;149456678.0;;
2011;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;140666080.0;;
2012;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;126905033.0;;
2013;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;127037504.0;;
2014;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;125708977.0;;
2015;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;127943022.0;;
2016;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;129379769.0;;
2017;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;132155503.0;;
2018;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;128501817.0;;
2019;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;136946325.0;;
2020;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;112055834.0;;
2021;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;114006427.0;;
2022;Portugal;Energy balance;Gross available energy;Oil and petroleum products (excluding biofuel portion);;127687098.0;;
2000;Germany;Energy balance;Gross available energy;Renewables and biofuels;;104475833.0;;
2001;Germany;Energy balance;Gross available energy;Renewables and biofuels;;112071010.0;;
2002;Germany;Energy balance;Gross available energy;Renewables and biofuels;;125403165.0;;
2003;Germany;Energy balance;Gross available energy;Renewables and biofuels;;162100931.0;;
2004;Germany;Energy balance;Gross available energy;Renewables and biofuels;;188296614.0;;
2005;Germany;Energy balance;Gross available energy;Renewables and biofuels;;218143506.0;;
2006;Germany;Energy balance;Gross available energy;Renewables and biofuels;;266176927.0;;
2007;Germany;Energy balance;Gross available energy;Renewables and biofuels;;307994836.0;;
2008;Germany;Energy balance;Gross available energy;Renewables and biofuels;;320609213.0;;
2009;Germany;Energy balance;Gross available energy;Renewables and biofuels;;320090898.0;;
2010;Germany;Energy balance;Gross available energy;Renewables and biofuels;;363642364.0;;
2011;Germany;Energy balance;Gross available energy;Renewables and biofuels;;377258963.0;;
2012;Germany;Energy balance;Gross available energy;Renewables and biofuels;;423946991.0;;
2013;Germany;Energy balance;Gross available energy;Renewables and biofuels;;437661742.0;;
2014;Germany;Energy balance;Gross available energy;Renewables and biofuels;;435596153.0;;
2015;Germany;Energy balance;Gross available energy;Renewables and biofuels;;464375725.0;;
2016;Germany;Energy balance;Gross available energy;Renewables and biofuels;;463269665.0;;
2017;Germany;Energy balance;Gross available energy;Renewables and biofuels;;494437164.0;;
2018;Germany;Energy balance;Gross available energy;Renewables and biofuels;;506011521.0;;
2019;Germany;Energy balance;Gross available energy;Renewables and biofuels;;527007705.0;;
2020;Germany;Energy balance;Gross available energy;Renewables and biofuels;;546911435.0;;
2021;Germany;Energy balance;Gross available energy;Renewables and biofuels;;547143879.0;;
2022;Germany;Energy balance;Gross available energy;Renewables and biofuels;;572288551.0;;
2000;Spain;Energy balance;Gross available energy;Renewables and biofuels;;79229684.0;;
2001;Spain;Energy balance;Gross available energy;Renewables and biofuels;;94824184.0;;
2002;Spain;Energy balance;Gross available energy;Renewables and biofuels;;80154638.0;;
2003;Spain;Energy balance;Gross available energy;Renewables and biofuels;;106909551.0;;
2004;Spain;Energy balance;Gross available energy;Renewables and biofuels;;102455945.0;;
2005;Spain;Energy balance;Gross available energy;Renewables and biofuels;;97610127.0;;
2006;Spain;Energy balance;Gross available energy;Renewables and biofuels;;106494869.0;;
2007;Spain;Energy balance;Gross available energy;Renewables and biofuels;;116308348.0;;
2008;Spain;Energy balance;Gross available energy;Renewables and biofuels;;122641483.0;;
2009;Spain;Energy balance;Gross available energy;Renewables and biofuels;;146130821.0;;
2010;Spain;Energy balance;Gross available energy;Renewables and biofuels;;174965728.0;;
2011;Spain;Energy balance;Gross available energy;Renewables and biofuels;;172289550.0;;
2012;Spain;Energy balance;Gross available energy;Renewables and biofuels;;187513931.0;;
2013;Spain;Energy balance;Gross available energy;Renewables and biofuels;;206037249.0;;
2014;Spain;Energy balance;Gross available energy;Renewables and biofuels;;210088022.0;;
2015;Spain;Energy balance;Gross available energy;Renewables and biofuels;;197801383.0;;
2016;Spain;Energy balance;Gross available energy;Renewables and biofuels;;203349238.0;;
2017;Spain;Energy balance;Gross available energy;Renewables and biofuels;;192947593.0;;
2018;Spain;Energy balance;Gross available energy;Renewables and biofuels;;211238288.0;;
2019;Spain;Energy balance;Gross available energy;Renewables and biofuels;;213591358.0;;
2020;Spain;Energy balance;Gross available energy;Renewables and biofuels;;222011282.0;;
2021;Spain;Energy balance;Gross available energy;Renewables and biofuels;;230573145.0;;
2022;Spain;Energy balance;Gross available energy;Renewables and biofuels;;228083029.0;;
2000;France;Energy balance;Gross available energy;Renewables and biofuels;;181458712.0;;
2001;France;Energy balance;Gross available energy;Renewables and biofuels;;191254638.0;;
2002;France;Energy balance;Gross available energy;Renewables and biofuels;;173101468.0;;
2003;France;Energy balance;Gross available energy;Renewables and biofuels;;178184124.0;;
2004;France;Energy balance;Gross available energy;Renewables and biofuels;;182560815.0;;
2005;France;Energy balance;Gross available energy;Renewables and biofuels;;184032106.0;;
2006;France;Energy balance;Gross available energy;Renewables and biofuels;;181558144.0;;
2007;France;Energy balance;Gross available energy;Renewables and biofuels;;198188909.0;;
2008;France;Energy balance;Gross available energy;Renewables and biofuels;;225510243.0;;
2009;France;Energy balance;Gross available energy;Renewables and biofuels;;230052746.0;;
2010;France;Energy balance;Gross available energy;Renewables and biofuels;;258039237.0;;
2011;France;Energy balance;Gross available energy;Renewables and biofuels;;224791265.0;;
2012;France;Energy balance;Gross available energy;Renewables and biofuels;;265821239.0;;
2013;France;Energy balance;Gross available energy;Renewables and biofuels;;296789938.0;;
2014;France;Energy balance;Gross available energy;Renewables and biofuels;;275841181.0;;
2015;France;Energy balance;Gross available energy;Renewables and biofuels;;286486774.0;;
2016;France;Energy balance;Gross available energy;Renewables and biofuels;;310100934.0;;
2017;France;Energy balance;Gross available energy;Renewables and biofuels;;305407662.0;;
2018;France;Energy balance;Gross available energy;Renewables and biofuels;;329783903.0;;
2019;France;Energy balance;Gross available energy;Renewables and biofuels;;336139620.0;;
2020;France;Energy balance;Gross available energy;Renewables and biofuels;;334969008.0;;
2021;France;Energy balance;Gross available energy;Renewables and biofuels;;361129828.0;;
2022;France;Energy balance;Gross available energy;Renewables and biofuels;;349709985.0;;
2000;Italy;Energy balance;Gross available energy;Renewables and biofuels;;117612168.0;;
2001;Italy;Energy balance;Gross available energy;Renewables and biofuels;;120266773.0;;
2002;Italy;Energy balance;Gross available energy;Renewables and biofuels;;126643469.0;;
2003;Italy;Energy balance;Gross available energy;Renewables and biofuels;;150134800.0;;
2004;Italy;Energy balance;Gross available energy;Renewables and biofuels;;150764478.0;;
2005;Italy;Energy balance;Gross available energy;Renewables and biofuels;;164061132.0;;
2006;Italy;Energy balance;Gross available energy;Renewables and biofuels;;178247102.0;;
2007;Italy;Energy balance;Gross available energy;Renewables and biofuels;;197081928.0;;
2008;Italy;Energy balance;Gross available energy;Renewables and biofuels;;229194493.0;;
2009;Italy;Energy balance;Gross available energy;Renewables and biofuels;;244538860.0;;
2010;Italy;Energy balance;Gross available energy;Renewables and biofuels;;254281837.0;;
2011;Italy;Energy balance;Gross available energy;Renewables and biofuels;;244530670.0;;
2012;Italy;Energy balance;Gross available energy;Renewables and biofuels;;277779523.0;;
2013;Italy;Energy balance;Gross available energy;Renewables and biofuels;;306690385.0;;
2014;Italy;Energy balance;Gross available energy;Renewables and biofuels;;308337946.0;;
2015;Italy;Energy balance;Gross available energy;Renewables and biofuels;;305505034.0;;
2016;Italy;Energy balance;Gross available energy;Renewables and biofuels;;302588425.0;;
2017;Italy;Energy balance;Gross available energy;Renewables and biofuels;;335189332.0;;
2018;Italy;Energy balance;Gross available energy;Renewables and biofuels;;340546403.0;;
2019;Italy;Energy balance;Gross available energy;Renewables and biofuels;;343226049.0;;
2020;Italy;Energy balance;Gross available energy;Renewables and biofuels;;341278697.0;;
2021;Italy;Energy balance;Gross available energy;Renewables and biofuels;;351976311.0;;
2022;Italy;Energy balance;Gross available energy;Renewables and biofuels;;327477107.0;;
2000;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;43720889.0;;
2001;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;46631000.0;;
2002;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;41308444.0;;
2003;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;49325611.0;;
2004;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;44188053.0;;
2005;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;40408593.0;;
2006;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;48991770.0;;
2007;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;52109908.0;;
2008;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;50350586.0;;
2009;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;55656877.0;;
2010;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;63489983.0;;
2011;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;59753491.0;;
2012;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;50642853.0;;
2013;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;61649626.0;;
2014;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;71032344.0;;
2015;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;64738278.0;;
2016;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;72452164.0;;
2017;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;63456638.0;;
2018;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;71048021.0;;
2019;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;70478944.0;;
2020;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;74077195.0;;
2021;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;77186572.0;;
2022;Portugal;Energy balance;Gross available energy;Renewables and biofuels;;75811493.0;;
2000;Germany;Energy balance;Gross available energy;Solar photovoltaic;;60000.0;;
2001;Germany;Energy balance;Gross available energy;Solar photovoltaic;;116000.0;;
2002;Germany;Energy balance;Gross available energy;Solar photovoltaic;;188000.0;;
2003;Germany;Energy balance;Gross available energy;Solar photovoltaic;;313000.0;;
2004;Germany;Energy balance;Gross available energy;Solar photovoltaic;;557000.0;;
2005;Germany;Energy balance;Gross available energy;Solar photovoltaic;;1282000.0;;
2006;Germany;Energy balance;Gross available energy;Solar photovoltaic;;2220000.0;;
2007;Germany;Energy balance;Gross available energy;Solar photovoltaic;;3075000.0;;
2008;Germany;Energy balance;Gross available energy;Solar photovoltaic;;4420000.0;;
2009;Germany;Energy balance;Gross available energy;Solar photovoltaic;;6583000.0;;
2010;Germany;Energy balance;Gross available energy;Solar photovoltaic;;11729000.0;;
2011;Germany;Energy balance;Gross available energy;Solar photovoltaic;;19599000.0;;
2012;Germany;Energy balance;Gross available energy;Solar photovoltaic;;26380000.0;;
2013;Germany;Energy balance;Gross available energy;Solar photovoltaic;;31010000.0;;
2014;Germany;Energy balance;Gross available energy;Solar photovoltaic;;36056000.0;;
2015;Germany;Energy balance;Gross available energy;Solar photovoltaic;;38726000.0;;
2016;Germany;Energy balance;Gross available energy;Solar photovoltaic;;38098000.0;;
2017;Germany;Energy balance;Gross available energy;Solar photovoltaic;;39401000.0;;
2018;Germany;Energy balance;Gross available energy;Solar photovoltaic;;43459000.0;;
2019;Germany;Energy balance;Gross available energy;Solar photovoltaic;;44383000.0;;
2020;Germany;Energy balance;Gross available energy;Solar photovoltaic;;49496000.0;;
2021;Germany;Energy balance;Gross available energy;Solar photovoltaic;;50472000.0;;
2022;Germany;Energy balance;Gross available energy;Solar photovoltaic;;60304000.0;;
2000;Spain;Energy balance;Gross available energy;Solar photovoltaic;;14000.0;;
2001;Spain;Energy balance;Gross available energy;Solar photovoltaic;;17000.0;;
2002;Spain;Energy balance;Gross available energy;Solar photovoltaic;;18000.0;;
2003;Spain;Energy balance;Gross available energy;Solar photovoltaic;;20000.0;;
2004;Spain;Energy balance;Gross available energy;Solar photovoltaic;;23743.0;;
2005;Spain;Energy balance;Gross available energy;Solar photovoltaic;;47979.0;;
2006;Spain;Energy balance;Gross available energy;Solar photovoltaic;;124968.0;;
2007;Spain;Energy balance;Gross available energy;Solar photovoltaic;;507198.0;;
2008;Spain;Energy balance;Gross available energy;Solar photovoltaic;;2562000.0;;
2009;Spain;Energy balance;Gross available energy;Solar photovoltaic;;5961000.0;;
2010;Spain;Energy balance;Gross available energy;Solar photovoltaic;;6425000.0;;
2011;Spain;Energy balance;Gross available energy;Solar photovoltaic;;7440000.0;;
2012;Spain;Energy balance;Gross available energy;Solar photovoltaic;;8192581.0;;
2013;Spain;Energy balance;Gross available energy;Solar photovoltaic;;8326097.0;;
2014;Spain;Energy balance;Gross available energy;Solar photovoltaic;;8217637.0;;
2015;Spain;Energy balance;Gross available energy;Solar photovoltaic;;8266217.0;;
2016;Spain;Energy balance;Gross available energy;Solar photovoltaic;;8063530.0;;
2017;Spain;Energy balance;Gross available energy;Solar photovoltaic;;8514000.0;;
2018;Spain;Energy balance;Gross available energy;Solar photovoltaic;;7877000.0;;
2019;Spain;Energy balance;Gross available energy;Solar photovoltaic;;9420000.0;;
2020;Spain;Energy balance;Gross available energy;Solar photovoltaic;;15675000.0;;
2021;Spain;Energy balance;Gross available energy;Solar photovoltaic;;21922000.0;;
2022;Spain;Energy balance;Gross available energy;Solar photovoltaic;;31187000.0;;
2000;France;Energy balance;Gross available energy;Solar photovoltaic;;5223.0;;
2001;France;Energy balance;Gross available energy;Solar photovoltaic;;6161.0;;
2002;France;Energy balance;Gross available energy;Solar photovoltaic;;7104.0;;
2003;France;Energy balance;Gross available energy;Solar photovoltaic;;7767.0;;
2004;France;Energy balance;Gross available energy;Solar photovoltaic;;8448.0;;
2005;France;Energy balance;Gross available energy;Solar photovoltaic;;10501.0;;
2006;France;Energy balance;Gross available energy;Solar photovoltaic;;12103.0;;
2007;France;Energy balance;Gross available energy;Solar photovoltaic;;17572.0;;
2008;France;Energy balance;Gross available energy;Solar photovoltaic;;41692.0;;
2009;France;Energy balance;Gross available energy;Solar photovoltaic;;173971.0;;
2010;France;Energy balance;Gross available energy;Solar photovoltaic;;620000.0;;
2011;France;Energy balance;Gross available energy;Solar photovoltaic;;2333809.0;;
2012;France;Energy balance;Gross available energy;Solar photovoltaic;;4427939.0;;
2013;France;Energy balance;Gross available energy;Solar photovoltaic;;5193598.0;;
2014;France;Energy balance;Gross available energy;Solar photovoltaic;;6391620.0;;
2015;France;Energy balance;Gross available energy;Solar photovoltaic;;7753821.0;;
2016;France;Energy balance;Gross available energy;Solar photovoltaic;;8659959.0;;
2017;France;Energy balance;Gross available energy;Solar photovoltaic;;9586608.0;;
2018;France;Energy balance;Gross available energy;Solar photovoltaic;;10808150.0;;
2019;France;Energy balance;Gross available energy;Solar photovoltaic;;12165282.0;;
2020;France;Energy balance;Gross available energy;Solar photovoltaic;;13189172.0;;
2021;France;Energy balance;Gross available energy;Solar photovoltaic;;15356910.0;;
2022;France;Energy balance;Gross available energy;Solar photovoltaic;;19627696.0;;
2000;Italy;Energy balance;Gross available energy;Solar photovoltaic;;18000.0;;
2001;Italy;Energy balance;Gross available energy;Solar photovoltaic;;19000.0;;
2002;Italy;Energy balance;Gross available energy;Solar photovoltaic;;21000.0;;
2003;Italy;Energy balance;Gross available energy;Solar photovoltaic;;24000.0;;
2004;Italy;Energy balance;Gross available energy;Solar photovoltaic;;29000.0;;
2005;Italy;Energy balance;Gross available energy;Solar photovoltaic;;31000.0;;
2006;Italy;Energy balance;Gross available energy;Solar photovoltaic;;35000.0;;
2007;Italy;Energy balance;Gross available energy;Solar photovoltaic;;38953.0;;
2008;Italy;Energy balance;Gross available energy;Solar photovoltaic;;192965.0;;
2009;Italy;Energy balance;Gross available energy;Solar photovoltaic;;676481.0;;
2010;Italy;Energy balance;Gross available energy;Solar photovoltaic;;1905661.0;;
2011;Italy;Energy balance;Gross available energy;Solar photovoltaic;;10795723.0;;
2012;Italy;Energy balance;Gross available energy;Solar photovoltaic;;18861732.0;;
2013;Italy;Energy balance;Gross available energy;Solar photovoltaic;;21588622.0;;
2014;Italy;Energy balance;Gross available energy;Solar photovoltaic;;22306365.0;;
2015;Italy;Energy balance;Gross available energy;Solar photovoltaic;;22942192.0;;
2016;Italy;Energy balance;Gross available energy;Solar photovoltaic;;22104259.0;;
2017;Italy;Energy balance;Gross available energy;Solar photovoltaic;;24377711.0;;
2018;Italy;Energy balance;Gross available energy;Solar photovoltaic;;22653838.0;;
2019;Italy;Energy balance;Gross available energy;Solar photovoltaic;;23688900.0;;
2020;Italy;Energy balance;Gross available energy;Solar photovoltaic;;24941504.0;;
2021;Italy;Energy balance;Gross available energy;Solar photovoltaic;;25038990.0;;
2022;Italy;Energy balance;Gross available energy;Solar photovoltaic;;28121457.0;;
2000;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;1000.0;;
2001;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;1000.0;;
2002;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;2000.0;;
2003;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;3000.0;;
2004;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;3000.0;;
2005;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;3000.0;;
2006;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;4800.0;;
2007;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;24000.0;;
2008;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;40534.0;;
2009;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;160000.0;;
2010;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;211330.0;;
2011;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;279929.0;;
2012;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;392645.0;;
2013;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;479140.0;;
2014;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;627316.0;;
2015;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;796155.0;;
2016;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;870603.0;;
2017;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;991546.0;;
2018;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;1005897.0;;
2019;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;1342252.0;;
2020;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;1715590.0;;
2021;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;2237164.0;;
2022;Portugal;Energy balance;Gross available energy;Solar photovoltaic;;3519034.0;;
2000;Germany;Energy balance;Gross available energy;Total;;4008078213.0;;
2001;Germany;Energy balance;Gross available energy;Total;;4123108796.0;;
2002;Germany;Energy balance;Gross available energy;Total;;4033975549.0;;
2003;Germany;Energy balance;Gross available energy;Total;;4046185299.0;;
2004;Germany;Energy balance;Gross available energy;Total;;4075797439.0;;
2005;Germany;Energy balance;Gross available energy;Total;;4058468566.0;;
2006;Germany;Energy balance;Gross available energy;Total;;4182422764.0;;
2007;Germany;Energy balance;Gross available energy;Total;;3983606682.0;;
2008;Germany;Energy balance;Gross available energy;Total;;4032299385.0;;
2009;Germany;Energy balance;Gross available energy;Total;;3770990994.0;;
2010;Germany;Energy balance;Gross available energy;Total;;3966105309.0;;
2011;Germany;Energy balance;Gross available energy;Total;;3762111281.0;;
2012;Germany;Energy balance;Gross available energy;Total;;3793093339.0;;
2013;Germany;Energy balance;Gross available energy;Total;;3873576023.0;;
2014;Germany;Energy balance;Gross available energy;Total;;3708356542.0;;
2015;Germany;Energy balance;Gross available energy;Total;;3727594069.0;;
2016;Germany;Energy balance;Gross available energy;Total;;3754695964.0;;
2017;Germany;Energy balance;Gross available energy;Total;;3771383703.0;;
2018;Germany;Energy balance;Gross available energy;Total;;3681588142.0;;
2019;Germany;Energy balance;Gross available energy;Total;;3599635440.0;;
2020;Germany;Energy balance;Gross available energy;Total;;3328611334.0;;
2021;Germany;Energy balance;Gross available energy;Total;;3462842599.0;;
2022;Germany;Energy balance;Gross available energy;Total;;3299935173.0;;
2000;Spain;Energy balance;Gross available energy;Total;;1512335560.0;;
2001;Spain;Energy balance;Gross available energy;Total;;1558557072.0;;
2002;Spain;Energy balance;Gross available energy;Total;;1602233892.0;;
2003;Spain;Energy balance;Gross available energy;Total;;1656730398.0;;
2004;Spain;Energy balance;Gross available energy;Total;;1730668808.0;;
2005;Spain;Energy balance;Gross available energy;Total;;1772256065.0;;
2006;Spain;Energy balance;Gross available energy;Total;;1778387885.0;;
2007;Spain;Energy balance;Gross available energy;Total;;1806626147.0;;
2008;Spain;Energy balance;Gross available energy;Total;;1749716537.0;;
2009;Spain;Energy balance;Gross available energy;Total;;1616254706.0;;
2010;Spain;Energy balance;Gross available energy;Total;;1611184007.0;;
2011;Spain;Energy balance;Gross available energy;Total;;1606227516.0;;
2012;Spain;Energy balance;Gross available energy;Total;;1598772302.0;;
2013;Spain;Energy balance;Gross available energy;Total;;1488239780.0;;
2014;Spain;Energy balance;Gross available energy;Total;;1466307974.0;;
2015;Spain;Energy balance;Gross available energy;Total;;1516567117.0;;
2016;Spain;Energy balance;Gross available energy;Total;;1528592105.0;;
2017;Spain;Energy balance;Gross available energy;Total;;1594933328.0;;
2018;Spain;Energy balance;Gross available energy;Total;;1596356488.0;;
2019;Spain;Energy balance;Gross available energy;Total;;1558601938.0;;
2020;Spain;Energy balance;Gross available energy;Total;;1374290841.0;;
2021;Spain;Energy balance;Gross available energy;Total;;1456645679.0;;
2022;Spain;Energy balance;Gross available energy;Total;;1490031198.0;;
2000;France;Energy balance;Gross available energy;Total;;3009059572.0;;
2001;France;Energy balance;Gross available energy;Total;;3102886616.0;;
2002;France;Energy balance;Gross available energy;Total;;3109727278.0;;
2003;France;Energy balance;Gross available energy;Total;;3186016988.0;;
2004;France;Energy balance;Gross available energy;Total;;3240469195.0;;
2005;France;Energy balance;Gross available energy;Total;;3253091170.0;;
2006;France;Energy balance;Gross available energy;Total;;3207564030.0;;
2007;France;Energy balance;Gross available energy;Total;;3179446290.0;;
2008;France;Energy balance;Gross available energy;Total;;3193216615.0;;
2009;France;Energy balance;Gross available energy;Total;;3069521569.0;;
2010;France;Energy balance;Gross available energy;Total;;3163377435.0;;
2011;France;Energy balance;Gross available energy;Total;;3108136801.0;;
2012;France;Energy balance;Gross available energy;Total;;3108835001.0;;
2013;France;Energy balance;Gross available energy;Total;;3122057568.0;;
2014;France;Energy balance;Gross available energy;Total;;2999794551.0;;
2015;France;Energy balance;Gross available energy;Total;;3048438235.0;;
2016;France;Energy balance;Gross available energy;Total;;2995243554.0;;
2017;France;Energy balance;Gross available energy;Total;;2996709181.0;;
2018;France;Energy balance;Gross available energy;Total;;2985525165.0;;
2019;France;Energy balance;Gross available energy;Total;;2948953753.0;;
2020;France;Energy balance;Gross available energy;Total;;2612496700.0;;
2021;France;Energy balance;Gross available energy;Total;;2827004152.0;;
2022;France;Energy balance;Gross available energy;Total;;2570239674.0;;
2000;Italy;Energy balance;Gross available energy;Total;;2049035477.0;;
2001;Italy;Energy balance;Gross available energy;Total;;2054314759.0;;
2002;Italy;Energy balance;Gross available energy;Total;;2070479260.0;;
2003;Italy;Energy balance;Gross available energy;Total;;2172523797.0;;
2004;Italy;Energy balance;Gross available energy;Total;;2188282968.0;;
2005;Italy;Energy balance;Gross available energy;Total;;2229314348.0;;
2006;Italy;Energy balance;Gross available energy;Total;;2213024951.0;;
2007;Italy;Energy balance;Gross available energy;Total;;2209832303.0;;
2008;Italy;Energy balance;Gross available energy;Total;;2181197450.0;;
2009;Italy;Energy balance;Gross available energy;Total;;2034360940.0;;
2010;Italy;Energy balance;Gross available energy;Total;;2091297190.0;;
