time_period,geo_entity,category,energy_product_class,costumer,unit_of_measure,obs_value
2013,Portugal,Exports,Total,NULL,GWh,75008996.000
2014,Portugal,Exports,Total,NULL,GWh,66523343.000
2015,Portugal,Exports,Total,NULL,GWh,90282005.000
2016,Portugal,Exports,Total,NULL,GWh,92565501.000
2017,Portugal,Exports,Total,NULL,GWh,93501275.000
2018,Portugal,Exports,Total,NULL,GWh,75024036.000
2019,Portugal,Exports,Total,NULL,GWh,66391774.000
2020,Portugal,Exports,Total,NULL,GWh,72763117.000
2021,Portugal,Exports,Total,NULL,GWh,67792685.000
2022,Portugal,Exports,Total,NULL,GWh,59507620.000
2000,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,986547935.000
2001,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,1006049384.000
2002,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,978136203.000
2003,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,988434204.000
2004,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,993461517.000
2005,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,951816254.000
2006,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,1001874282.000
2007,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,1001448724.000
2008,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,931656150.000
2009,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,838192684.000
2010,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,919650714.000
2011,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,906743078.000
2012,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,929453701.000
2013,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,948555903.000
2014,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,925803274.000
2015,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,923593350.000
2016,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,897031618.000
2017,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,829317828.000
2018,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,811058673.000
2019,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,656688359.000
2020,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,519337671.000
2021,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,627036700.000
2022,Germany,"Gross available energy","Solid fossil fuels",NULL,GWh,645431970.000
2000,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,243536768.000
2001,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,222969845.000
2002,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,251230934.000
2003,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,234145597.000
2004,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,244848008.000
2005,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,238608311.000
2006,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,208306729.000
2007,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,233070911.000
2008,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,157082084.000
2009,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,112406597.000
2010,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,84679044.000
2011,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,147888678.000
2012,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,180482984.000
2013,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,133137057.000
2014,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,134537928.000
2015,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,157972575.000
2016,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,126022758.000
2017,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,150118819.000
2018,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,133999683.000
2019,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,58984402.000
2020,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,36051186.000
2021,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,36016382.000
2022,Spain,"Gross available energy","Solid fossil fuels",NULL,GWh,41783366.000
2000,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,3245098505.000
2001,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,3235793368.000
2002,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,3234529279.000
2003,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,3319490418.000
2004,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,3301799126.000
2005,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,3189571932.000
2006,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,3277471861.000
2007,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,3288222730.000
2008,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,3041149464.000
2009,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,2694439372.000
2010,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,2850298233.000
2011,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,2913346617.000
2012,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,2893141584.000
2013,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,2848464602.000
2014,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,2707055009.000
2015,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,2722363696.000
2016,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,2611932509.000
2017,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,2544357580.000
2018,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,2445329319.000
2019,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,1998328826.000
2020,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,1634384259.000
2021,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,1899941493.000
2022,Europe,"Gross available energy","Solid fossil fuels",NULL,GWh,1884567419.000
2000,France,"Gross available energy","Solid fossil fuels",NULL,GWh,173128194.000
2001,France,"Gross available energy","Solid fossil fuels",NULL,GWh,145249722.000
2002,France,"Gross available energy","Solid fossil fuels",NULL,GWh,156002639.000
2003,France,"Gross available energy","Solid fossil fuels",NULL,GWh,165450278.000
2004,France,"Gross available energy","Solid fossil fuels",NULL,GWh,159807083.000
2005,France,"Gross available energy","Solid fossil fuels",NULL,GWh,164620278.000
2006,France,"Gross available energy","Solid fossil fuels",NULL,GWh,151827222.000
2007,France,"Gross available energy","Solid fossil fuels",NULL,GWh,156947500.000
2008,France,"Gross available energy","Solid fossil fuels",NULL,GWh,148411111.000
2009,France,"Gross available energy","Solid fossil fuels",NULL,GWh,129288611.000
2010,France,"Gross available energy","Solid fossil fuels",NULL,GWh,139119444.000
2011,France,"Gross available energy","Solid fossil fuels",NULL,GWh,131177828.000
2012,France,"Gross available energy","Solid fossil fuels",NULL,GWh,145685346.000
2013,France,"Gross available energy","Solid fossil fuels",NULL,GWh,154036629.000
2014,France,"Gross available energy","Solid fossil fuels",NULL,GWh,114504883.000
2015,France,"Gross available energy","Solid fossil fuels",NULL,GWh,108470040.000
2016,France,"Gross available energy","Solid fossil fuels",NULL,GWh,105968360.000
2017,France,"Gross available energy","Solid fossil fuels",NULL,GWh,115387063.000
2018,France,"Gross available energy","Solid fossil fuels",NULL,GWh,106206598.000
2019,France,"Gross available energy","Solid fossil fuels",NULL,GWh,85231388.000
2020,France,"Gross available energy","Solid fossil fuels",NULL,GWh,61626136.000
2021,France,"Gross available energy","Solid fossil fuels",NULL,GWh,98406227.000
2022,France,"Gross available energy","Solid fossil fuels",NULL,GWh,86788336.000
2000,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,146073650.000
2001,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,155376711.000
2002,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,159679114.000
2003,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,173006980.000
2004,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,193008479.000
2005,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,191533537.000
2006,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,193911251.000
2007,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,189892568.000
2008,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,183735550.000
2009,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,143843744.000
2010,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,159028402.000
2011,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,178303879.000
2012,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,182761280.000
2013,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,157425781.000
2014,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,151874176.000
2015,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,143045278.000
2016,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,127732320.000
2017,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,108645096.000
2018,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,99298817.000
2019,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,75366699.000
2020,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,59249607.000
2021,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,64403831.000
2022,Italy,"Gross available energy","Solid fossil fuels",NULL,GWh,86184514.000
2000,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,44255106.000
2001,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,37123515.000
2002,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,40418980.000
2003,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,38152566.000
2004,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,39228287.000
2005,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,38949662.000
2006,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,38484687.000
2007,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,33576263.000
2008,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,29374551.000
2009,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,33275240.000
2010,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,19278166.000
2011,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,25683515.000
2012,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,34126501.000
2013,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,30821371.000
2014,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,31172993.000
2015,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,37893829.000
2016,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,33104183.000
2017,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,37531736.000
2018,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,31356869.000
2019,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,14515930.000
2020,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,6579493.000
2021,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,2274801.000
2022,Portugal,"Gross available energy","Solid fossil fuels",NULL,GWh,79041.000
2000,Germany,"Gross available energy","Natural gas",NULL,GWh,835652250.000
2001,Germany,"Gross available energy","Natural gas",NULL,GWh,879122750.000
2002,Germany,"Gross available energy","Natural gas",NULL,GWh,878887000.000
2003,Germany,"Gross available energy","Natural gas",NULL,GWh,882428060.000
2004,Germany,"Gross available energy","Natural gas",NULL,GWh,886036095.000
2005,Germany,"Gross available energy","Natural gas",NULL,GWh,904602487.000
2006,Germany,"Gross available energy","Natural gas",NULL,GWh,922210860.000
2007,Germany,"Gross available energy","Natural gas",NULL,GWh,889637246.000
2008,Germany,"Gross available energy","Natural gas",NULL,GWh,897393017.000
2009,Germany,"Gross available energy","Natural gas",NULL,GWh,845862517.000
2010,Germany,"Gross available energy","Natural gas",NULL,GWh,882768404.000
2011,Germany,"Gross available energy","Natural gas",NULL,GWh,809397822.000
2012,Germany,"Gross available energy","Natural gas",NULL,GWh,811995176.000
2013,Germany,"Gross available energy","Natural gas",NULL,GWh,850173228.000
2014,Germany,"Gross available energy","Natural gas",NULL,GWh,737041280.000
2015,Germany,"Gross available energy","Natural gas",NULL,GWh,757742104.000
2016,Germany,"Gross available energy","Natural gas",NULL,GWh,817936770.000
2017,Germany,"Gross available energy","Natural gas",NULL,GWh,876226223.000
2018,Germany,"Gross available energy","Natural gas",NULL,GWh,855412055.000
2019,Germany,"Gross available energy","Natural gas",NULL,GWh,879465372.000
2020,Germany,"Gross available energy","Natural gas",NULL,GWh,867597416.000
2021,Germany,"Gross available energy","Natural gas",NULL,GWh,897623632.000
2022,Germany,"Gross available energy","Natural gas",NULL,GWh,776455997.000
2000,Spain,"Gross available energy","Natural gas",NULL,GWh,176996441.000
2001,Spain,"Gross available energy","Natural gas",NULL,GWh,190729988.000
2002,Spain,"Gross available energy","Natural gas",NULL,GWh,218074958.000
2003,Spain,"Gross available energy","Natural gas",NULL,GWh,248332945.000
2004,Spain,"Gross available energy","Natural gas",NULL,GWh,292744577.000
2005,Spain,"Gross available energy","Natural gas",NULL,GWh,347083378.000
2006,Spain,"Gross available energy","Natural gas",NULL,GWh,367627204.000
2007,Spain,"Gross available energy","Natural gas",NULL,GWh,369640694.000
2008,Spain,"Gross available energy","Natural gas",NULL,GWh,406001998.000
2009,Spain,"Gross available energy","Natural gas",NULL,GWh,363149070.000
2010,Spain,"Gross available energy","Natural gas",NULL,GWh,362036130.000
2011,Spain,"Gross available energy","Natural gas",NULL,GWh,336522659.000
2012,Spain,"Gross available energy","Natural gas",NULL,GWh,332323816.000
2013,Spain,"Gross available energy","Natural gas",NULL,GWh,304280092.000
2014,Spain,"Gross available energy","Natural gas",NULL,GWh,275243072.000
2015,Spain,"Gross available energy","Natural gas",NULL,GWh,285437832.000
2016,Spain,"Gross available energy","Natural gas",NULL,GWh,291215949.000
2017,Spain,"Gross available energy","Natural gas",NULL,GWh,317121143.000
2018,Spain,"Gross available energy","Natural gas",NULL,GWh,314972500.000
2019,Spain,"Gross available energy","Natural gas",NULL,GWh,359744498.000
2020,Spain,"Gross available energy","Natural gas",NULL,GWh,324901811.000
2021,Spain,"Gross available energy","Natural gas",NULL,GWh,343242973.000
2022,Spain,"Gross available energy","Natural gas",NULL,GWh,329741565.000
2000,Europe,"Gross available energy","Natural gas",NULL,GWh,3588987810.000
2001,Europe,"Gross available energy","Natural gas",NULL,GWh,3717592753.000
2002,Europe,"Gross available energy","Natural gas",NULL,GWh,3744325328.000
2003,Europe,"Gross available energy","Natural gas",NULL,GWh,3938144909.000
2004,Europe,"Gross available energy","Natural gas",NULL,GWh,4041964186.000
2005,Europe,"Gross available energy","Natural gas",NULL,GWh,4183440083.000
2006,Europe,"Gross available energy","Natural gas",NULL,GWh,4181569592.000
2007,Europe,"Gross available energy","Natural gas",NULL,GWh,4105824883.000
2008,Europe,"Gross available energy","Natural gas",NULL,GWh,4178454714.000
2009,Europe,"Gross available energy","Natural gas",NULL,GWh,3927354886.000
2010,Europe,"Gross available energy","Natural gas",NULL,GWh,4219855292.000
2011,Europe,"Gross available energy","Natural gas",NULL,GWh,3878805693.000
2012,Europe,"Gross available energy","Natural gas",NULL,GWh,3807870602.000
2013,Europe,"Gross available energy","Natural gas",NULL,GWh,3737701057.000
2014,Europe,"Gross available energy","Natural gas",NULL,GWh,3297346900.000
2015,Europe,"Gross available energy","Natural gas",NULL,GWh,3443472447.000
2016,Europe,"Gross available energy","Natural gas",NULL,GWh,3644386913.000
2017,Europe,"Gross available energy","Natural gas",NULL,GWh,3850016969.000
2018,Europe,"Gross available energy","Natural gas",NULL,GWh,3778640379.000
2019,Europe,"Gross available energy","Natural gas",NULL,GWh,3898509162.000
2020,Europe,"Gross available energy","Natural gas",NULL,GWh,3805159760.000
2021,Europe,"Gross available energy","Natural gas",NULL,GWh,3946944518.000
2022,Europe,"Gross available energy","Natural gas",NULL,GWh,3423182852.000
2000,France,"Gross available energy","Natural gas",NULL,GWh,415960055.000
2001,France,"Gross available energy","Natural gas",NULL,GWh,436680778.000
2002,France,"Gross available energy","Natural gas",NULL,GWh,435943941.000
2003,France,"Gross available energy","Natural gas",NULL,GWh,457269504.000
2004,France,"Gross available energy","Natural gas",NULL,GWh,466929105.000
2005,France,"Gross available energy","Natural gas",NULL,GWh,477127271.000
2006,France,"Gross available energy","Natural gas",NULL,GWh,460801542.000
2007,France,"Gross available energy","Natural gas",NULL,GWh,447605549.000
2008,France,"Gross available energy","Natural gas",NULL,GWh,463871093.000
2009,France,"Gross available energy","Natural gas",NULL,GWh,447309542.000
2010,France,"Gross available energy","Natural gas",NULL,GWh,495643832.000
2011,France,"Gross available energy","Natural gas",NULL,GWh,430190344.000
2012,France,"Gross available energy","Natural gas",NULL,GWh,444442958.000
2013,France,"Gross available energy","Natural gas",NULL,GWh,451431541.000
2014,France,"Gross available energy","Natural gas",NULL,GWh,379083507.000
2015,France,"Gross available energy","Natural gas",NULL,GWh,407517653.000
2016,France,"Gross available energy","Natural gas",NULL,GWh,445299429.000
2017,France,"Gross available energy","Natural gas",NULL,GWh,447657073.000
2018,France,"Gross available energy","Natural gas",NULL,GWh,428383834.000
2019,France,"Gross available energy","Natural gas",NULL,GWh,436620476.000
2020,France,"Gross available energy","Natural gas",NULL,GWh,405828407.000
2021,France,"Gross available energy","Natural gas",NULL,GWh,430413941.000
2022,France,"Gross available energy","Natural gas",NULL,GWh,386440280.000
2000,Italy,"Gross available energy","Natural gas",NULL,GWh,673845500.000
2001,Italy,"Gross available energy","Natural gas",NULL,GWh,675693750.000
2002,Italy,"Gross available energy","Natural gas",NULL,GWh,671122250.000
2003,Italy,"Gross available energy","Natural gas",NULL,GWh,739911750.000
2004,Italy,"Gross available energy","Natural gas",NULL,GWh,767800750.000
2005,Italy,"Gross available energy","Natural gas",NULL,GWh,821674000.000
2006,Italy,"Gross available energy","Natural gas",NULL,GWh,804700750.000
2007,Italy,"Gross available energy","Natural gas",NULL,GWh,808644000.000
2008,Italy,"Gross available energy","Natural gas",NULL,GWh,808510750.000
2009,Italy,"Gross available energy","Natural gas",NULL,GWh,743179250.000
2010,Italy,"Gross available energy","Natural gas",NULL,GWh,791499000.000
2011,Italy,"Gross available energy","Natural gas",NULL,GWh,742158500.000
2012,Italy,"Gross available energy","Natural gas",NULL,GWh,713565750.000
2013,Italy,"Gross available energy","Natural gas",NULL,GWh,667407500.000
2014,Italy,"Gross available energy","Natural gas",NULL,GWh,589711750.000
2015,Italy,"Gross available energy","Natural gas",NULL,GWh,643156500.000
2016,Italy,"Gross available energy","Natural gas",NULL,GWh,675465500.000
2017,Italy,"Gross available energy","Natural gas",NULL,GWh,715815138.000
2018,Italy,"Gross available energy","Natural gas",NULL,GWh,692140822.000
2019,Italy,"Gross available energy","Natural gas",NULL,GWh,708837576.000
2020,Italy,"Gross available energy","Natural gas",NULL,GWh,677864094.000
2021,Italy,"Gross available energy","Natural gas",NULL,GWh,726066080.000
2022,Italy,"Gross available energy","Natural gas",NULL,GWh,652488827.000
2000,Portugal,"Gross available energy","Natural gas",NULL,GWh,23653250.000
2001,Portugal,"Gross available energy","Natural gas",NULL,GWh,26226500.000
2002,Portugal,"Gross available energy","Natural gas",NULL,GWh,31742250.000
2003,Portugal,"Gross available energy","Natural gas",NULL,GWh,30660000.000
2004,Portugal,"Gross available energy","Natural gas",NULL,GWh,38419000.000
2005,Portugal,"Gross available energy","Natural gas",NULL,GWh,43620500.000
2006,Portugal,"Gross available energy","Natural gas",NULL,GWh,42328500.000
2007,Portugal,"Gross available energy","Natural gas",NULL,GWh,44291250.000
2008,Portugal,"Gross available energy","Natural gas",NULL,GWh,48131000.000
2009,Portugal,"Gross available energy","Natural gas",NULL,GWh,49046250.000
2010,Portugal,"Gross available energy","Natural gas",NULL,GWh,52201500.000
2011,Portugal,"Gross available energy","Natural gas",NULL,GWh,51912250.000
2012,Portugal,"Gross available energy","Natural gas",NULL,GWh,45736500.000
2013,Portugal,"Gross available energy","Natural gas",NULL,GWh,43680750.000
2014,Portugal,"Gross available energy","Natural gas",NULL,GWh,40395000.000
2015,Portugal,"Gross available energy","Natural gas",NULL,GWh,47111758.000
2016,Portugal,"Gross available energy","Natural gas",NULL,GWh,50274668.000
2017,Portugal,"Gross available energy","Natural gas",NULL,GWh,62981051.000
2018,Portugal,"Gross available energy","Natural gas",NULL,GWh,58655555.000
2019,Portugal,"Gross available energy","Natural gas",NULL,GWh,61670024.000
2020,Portugal,"Gross available energy","Natural gas",NULL,GWh,60523117.000
2021,Portugal,"Gross available energy","Natural gas",NULL,GWh,57833050.000
2022,Portugal,"Gross available energy","Natural gas",NULL,GWh,56033418.000
2000,Germany,"Gross available energy","Nuclear heat",NULL,GWh,508818000.000
2001,Germany,"Gross available energy","Nuclear heat",NULL,GWh,513915000.000
2002,Germany,"Gross available energy","Nuclear heat",NULL,GWh,494526000.000
2003,Germany,"Gross available energy","Nuclear heat",NULL,GWh,495247500.000
2004,Germany,"Gross available energy","Nuclear heat",NULL,GWh,501195000.000
2005,Germany,"Gross available energy","Nuclear heat",NULL,GWh,489165000.000
2006,Germany,"Gross available energy","Nuclear heat",NULL,GWh,501807000.000
2007,Germany,"Gross available energy","Nuclear heat",NULL,GWh,421602000.000
2008,Germany,"Gross available energy","Nuclear heat",NULL,GWh,445485000.000
2009,Germany,"Gross available energy","Nuclear heat",NULL,GWh,403947116.000
2010,Germany,"Gross available energy","Nuclear heat",NULL,GWh,421015304.000
2011,Germany,"Gross available energy","Nuclear heat",NULL,GWh,323397736.000
2012,Germany,"Gross available energy","Nuclear heat",NULL,GWh,297944318.000
2013,Germany,"Gross available energy","Nuclear heat",NULL,GWh,291357086.000
2014,Germany,"Gross available energy","Nuclear heat",NULL,GWh,290874441.000
2015,Germany,"Gross available energy","Nuclear heat",NULL,GWh,274890686.000
2016,Germany,"Gross available energy","Nuclear heat",NULL,GWh,253472361.000
2017,Germany,"Gross available energy","Nuclear heat",NULL,GWh,228584161.000
2018,Germany,"Gross available energy","Nuclear heat",NULL,GWh,227610730.000
2019,Germany,"Gross available energy","Nuclear heat",NULL,GWh,224831160.000
2020,Germany,"Gross available energy","Nuclear heat",NULL,GWh,192788184.000
2021,Germany,"Gross available energy","Nuclear heat",NULL,GWh,206648697.000
2022,Germany,"Gross available energy","Nuclear heat",NULL,GWh,103948940.000
2000,Spain,"Gross available energy","Nuclear heat",NULL,GWh,186618000.000
2001,Spain,"Gross available energy","Nuclear heat",NULL,GWh,191124000.000
2002,Spain,"Gross available energy","Nuclear heat",NULL,GWh,189048000.000
2003,Spain,"Gross available energy","Nuclear heat",NULL,GWh,185625000.000
2004,Spain,"Gross available energy","Nuclear heat",NULL,GWh,190818000.000
2005,Spain,"Gross available energy","Nuclear heat",NULL,GWh,172617000.000
2006,Spain,"Gross available energy","Nuclear heat",NULL,GWh,180378000.000
2007,Spain,"Gross available energy","Nuclear heat",NULL,GWh,165309000.000
2008,Spain,"Gross available energy","Nuclear heat",NULL,GWh,176919000.000
2009,Spain,"Gross available energy","Nuclear heat",NULL,GWh,160296290.000
2010,Spain,"Gross available energy","Nuclear heat",NULL,GWh,187647724.000
2011,Spain,"Gross available energy","Nuclear heat",NULL,GWh,174969861.000
2012,Spain,"Gross available energy","Nuclear heat",NULL,GWh,185969515.000
2013,Spain,"Gross available energy","Nuclear heat",NULL,GWh,171949550.000
2014,Spain,"Gross available energy","Nuclear heat",NULL,GWh,173648693.000
2015,Spain,"Gross available energy","Nuclear heat",NULL,GWh,173324216.000
2016,Spain,"Gross available energy","Nuclear heat",NULL,GWh,177623827.000
2017,Spain,"Gross available energy","Nuclear heat",NULL,GWh,175979229.000
2018,Spain,"Gross available energy","Nuclear heat",NULL,GWh,168388444.000
2019,Spain,"Gross available energy","Nuclear heat",NULL,GWh,176985340.000
2020,Spain,"Gross available energy","Nuclear heat",NULL,GWh,176473620.000
2021,Spain,"Gross available energy","Nuclear heat",NULL,GWh,171251750.000
2022,Spain,"Gross available energy","Nuclear heat",NULL,GWh,177880850.000
2000,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2582457500.000
2001,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2671295166.000
2002,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2711628166.000
2003,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2726187834.000
2004,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2790763167.000
2005,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2753684666.000
2006,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2748743833.000
2007,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2622046166.000
2008,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2659446167.000
2009,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2472964971.000
2010,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2554188944.000
2011,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2504472971.000
2012,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2423370964.000
2013,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2401758358.000
2014,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2430276272.000
2015,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2369980610.000
2016,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2291723969.000
2017,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2266673706.000
2018,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2270729728.000
2019,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2281584114.000
2020,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2037298385.000
2021,Europe,"Gross available energy","Nuclear heat",NULL,GWh,2170884953.000
2022,Europe,"Gross available energy","Nuclear heat",NULL,GWh,1808249005.000
2000,France,"Gross available energy","Nuclear heat",NULL,GWh,1245486000.000
2001,France,"Gross available energy","Nuclear heat",NULL,GWh,1263228000.000
2002,France,"Gross available energy","Nuclear heat",NULL,GWh,1310280000.000
2003,France,"Gross available energy","Nuclear heat",NULL,GWh,1323210000.000
2004,France,"Gross available energy","Nuclear heat",NULL,GWh,1344723000.000
2005,France,"Gross available energy","Nuclear heat",NULL,GWh,1354587000.000
2006,France,"Gross available energy","Nuclear heat",NULL,GWh,1350573000.000
2007,France,"Gross available energy","Nuclear heat",NULL,GWh,1319190000.000
2008,France,"Gross available energy","Nuclear heat",NULL,GWh,1318341000.000
2009,France,"Gross available energy","Nuclear heat",NULL,GWh,1242746910.000
2010,France,"Gross available energy","Nuclear heat",NULL,GWh,1298047560.000
2011,France,"Gross available energy","Nuclear heat",NULL,GWh,1339880670.000
2012,France,"Gross available energy","Nuclear heat",NULL,GWh,1289336690.000
2013,France,"Gross available energy","Nuclear heat",NULL,GWh,1284125471.000
2014,France,"Gross available energy","Nuclear heat",NULL,GWh,1322886562.000
2015,France,"Gross available energy","Nuclear heat",NULL,GWh,1325778655.000
2016,France,"Gross available energy","Nuclear heat",NULL,GWh,1222066875.000
2017,France,"Gross available energy","Nuclear heat",NULL,GWh,1207900404.000
2018,France,"Gross available energy","Nuclear heat",NULL,GWh,1251721665.000
2019,France,"Gross available energy","Nuclear heat",NULL,GWh,1209368810.000
2020,France,"Gross available energy","Nuclear heat",NULL,GWh,1072413930.000
2021,France,"Gross available energy","Nuclear heat",NULL,GWh,1149788320.000
2022,France,"Gross available energy","Nuclear heat",NULL,GWh,893288670.000
2000,Italy,"Gross available energy","Nuclear heat",NULL,GWh,0.000
